record_id,timestamp,txid,src_ip,dst_ip,src_port,dst_port,geo_country,asn
net-rec-000167,2026-03-01T17:50:54+00:00,tx_norm_000719,13.163.200.162,87.24.147.103,48094,8333,DE,AS24940
net-rec-000168,2026-03-01T17:51:27+00:00,tx_norm_000412,158.23.29.172,59.83.89.153,35463,8333,CH,AS8075
net-rec-000169,2026-03-01T17:51:39+00:00,,153.107.192.28,74.60.66.208,20147,8333,CA,AS16509
net-rec-000170,2026-03-01T17:51:47+00:00,tx_norm_000175,65.97.197.141,152.131.143.147,42891,8333,SG,AS15169
net-rec-000171,2026-03-01T17:52:15+00:00,tx_norm_000675,78.94.228.150,122.107.239.223,443,8333,JP,AS15169
net-rec-000172,2026-03-01T17:52:34+00:00,tx_norm_000153,32.122.147.191,151.103.130.87,31417,8333,FR,AS16509
net-rec-000173,2026-03-01T17:52:57+00:00,tx_norm_000992,187.180.148.210,41.223.198.59,22584,8333,FR,AS8075
net-rec-000174,2026-03-01T17:53:17+00:00,tx_norm_000638,108.14.79.135,158.23.29.172,55830,8333,US,AS16509
net-rec-000175,2026-03-01T17:53:28+00:00,,128.180.171.110,108.14.79.135,22222,8333,NL,AS9009
net-rec-000176,2026-03-01T17:54:05+00:00,tx_norm_000736,108.14.79.135,108.21.200.15,36434,8333,IN,AS9009
net-rec-000177,2026-03-01T17:54:16+00:00,tx_norm_000620,157.40.25.10,108.21.200.15,59959,8333,CA,AS9009
net-rec-000178,2026-03-01T17:54:23+00:00,tx_norm_000290,128.92.40.36,108.21.200.15,55762,8333,JP,AS15169
net-rec-000179,2026-03-01T17:55:07+00:00,tx_norm_000365,54.253.90.158,87.24.147.103,55649,8333,JP,AS24940
net-rec-000180,2026-03-01T17:55:40+00:00,tx_norm_000787,111.249.115.193,67.55.220.81,49622,8333,CH,AS15169
net-rec-000181,2026-03-01T17:56:22+00:00,tx_norm_000642,111.249.115.193,21.82.139.145,52433,8333,CA,AS24940
net-rec-000182,2026-03-01T17:56:49+00:00,tx_norm_000877,21.82.139.145,108.21.200.15,48604,8333,JP,AS9009
net-rec-000183,2026-03-01T17:57:01+00:00,tx_norm_000132,152.131.143.147,20.188.207.148,32855,8333,US,AS9009
net-rec-000184,2026-03-01T17:57:38+00:00,tx_norm_000536,153.107.192.28,163.148.130.24,32205,8333,NL,AS13335
net-rec-000185,2026-03-01T17:57:44+00:00,tx_norm_000904,174.148.92.173,32.103.129.112,43616,8333,CH,AS24940
net-rec-000186,2026-03-01T17:58:26+00:00,tx_norm_000467,178.218.155.238,166.62.145.140,1194,8333,IN,AS8075
net-rec-000187,2026-03-01T17:58:40+00:00,tx_norm_000350,121.83.176.237,65.97.197.141,36463,8333,CA,AS24940
net-rec-000188,2026-03-01T17:59:12+00:00,tx_norm_000200,106.106.196.163,65.97.197.141,39278,8333,NL,AS9009
net-rec-000189,2026-03-01T17:59:23+00:00,tx_norm_000757,178.218.155.238,74.63.19.69,45649,8333,NL,AS16509
net-rec-000190,2026-03-01T18:00:00+00:00,,54.253.90.158,157.40.25.10,26756,8333,CH,AS16509
net-rec-000191,2026-03-01T18:00:19+00:00,tx_norm_000696,178.7.198.79,32.103.129.112,54933,8333,GB,AS9009
net-rec-000192,2026-03-01T18:00:52+00:00,tx_norm_000967,157.40.25.10,166.62.145.140,57712,8333,CH,AS8075
net-rec-000193,2026-03-01T18:01:09+00:00,,19.252.73.153,134.144.51.125,59841,8333,GB,AS15169
net-rec-000194,2026-03-01T18:01:26+00:00,,108.21.200.15,78.94.228.150,45638,8333,GB,AS15169
net-rec-000195,2026-03-01T18:02:10+00:00,tx_norm_000269,74.60.66.208,152.131.143.147,56613,8333,US,AS8075
net-rec-000196,2026-03-01T18:02:33+00:00,tx_norm_000791,163.148.130.24,19.252.73.153,37151,8333,US,AS16509
net-rec-000197,2026-03-01T18:02:55+00:00,tx_fee_anomaly_0011,116.109.94.90,154.158.189.135,53574,8333,FR,AS15169
net-rec-000198,2026-03-01T18:03:05+00:00,,108.14.79.135,76.93.247.116,23072,8333,CA,AS9009
net-rec-000199,2026-03-01T18:03:29+00:00,tx_norm_000275,134.144.51.125,125.246.102.1,443,8333,CH,AS13335
net-rec-000200,2026-03-01T18:03:37+00:00,tx_norm_000464,124.239.91.232,76.93.247.116,41480,8333,DE,AS16509
net-rec-000201,2026-03-01T18:03:51+00:00,tx_norm_000907,125.246.102.1,32.122.147.191,51185,8333,CA,AS15169
net-rec-000202,2026-03-01T18:04:09+00:00,tx_norm_000458,121.83.176.237,21.82.139.145,21052,8333,IN,AS16509
net-rec-000203,2026-03-01T18:04:53+00:00,tx_norm_000290,189.34.196.35,189.34.196.35,22306,8333,GB,AS16509
net-rec-000204,2026-03-01T18:05:25+00:00,tx_norm_000541,91.141.254.84,35.153.165.77,54322,8333,CA,AS15169
net-rec-000205,2026-03-01T18:06:06+00:00,tx_norm_000134,32.103.129.112,78.94.228.150,37804,8333,SG,AS16509
net-rec-000206,2026-03-01T18:06:41+00:00,tx_norm_000877,189.34.196.35,116.109.94.90,30668,8333,SG,AS13335
net-rec-000207,2026-03-01T18:07:19+00:00,tx_norm_000828,189.34.196.35,152.131.143.147,23825,8333,FR,AS8075
net-rec-000208,2026-03-01T18:07:48+00:00,tx_norm_000460,122.107.239.223,158.23.29.172,39572,8333,SG,AS16509
net-rec-000209,2026-03-01T18:08:22+00:00,tx_norm_000522,157.40.25.10,122.107.239.223,38324,8333,GB,AS9009
net-rec-000210,2026-03-01T18:09:02+00:00,tx_norm_000372,134.144.51.125,65.97.197.141,38876,8333,CA,AS16509
net-rec-000211,2026-03-01T18:09:24+00:00,,178.7.198.79,112.167.147.51,25438,8333,CH,AS13335
net-rec-000212,2026-03-01T18:09:28+00:00,tx_norm_000871,153.107.192.28,121.212.186.83,22809,8333,IN,AS13335
net-rec-000213,2026-03-01T18:10:11+00:00,tx_norm_000662,116.109.94.90,106.106.196.163,35494,8333,DE,AS13335
net-rec-000214,2026-03-01T18:10:34+00:00,tx_peel_0005,152.131.143.147,96.90.226.210,22214,8333,NL,AS9009
net-rec-000215,2026-03-01T18:11:17+00:00,tx_norm_000755,65.97.197.141,187.211.71.236,38606,8333,IN,AS8075
net-rec-000216,2026-03-01T18:11:53+00:00,tx_norm_000395,13.163.200.162,121.212.186.83,52153,8333,JP,AS9009
net-rec-000217,2026-03-01T18:12:10+00:00,tx_norm_000920,49.84.129.179,67.40.13.173,39180,8333,CH,AS16509
